PROVINCIA;COMUNE;STAZIONE;DATACAMPIONAMENTO;PARAMETRO;VALORE_NUMERICO;GEO_Y;GEO_X
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;10.03.2016;Temperatura acqua;11.55;45.10578654;9.736683697
PV;Bressana Bottarone;Bressana Bottarone;15.12.2016;Conducibilità elettrica a 20°C;3753;45.07978335;9.12416944
VA;SESTO CALENDE;Sesto Calende;09.08.2016;Ossigeno disciolto;8.7;45.73729814;8.647854905
VA;LAVENO MOMBELLO;Laveno Mombello;04.08.2016;Conducibilità elettrica a 20°C;667;45.90494569;8.623978066
MI;Locate di Triulzi;Locate triulzi;26.07.2016;Temperatura acqua;24.29;45.35912993;9.202830047
BG;Pontida;Pontida;17.10.2016;pH;8.31;45.73578066;9.449268584
PV;Spessa;Arena Po;11.02.2016;Conducibilità elettrica a 20°C;377.1;45.10434652;9.347170943
MN;Bozzolo;Bozzolo/Calvatone;21.09.2016;Ossigeno disciolto;7.55;45.12494191;10.45519431
MI;Trezzo sull'Adda;Trezzo dAdda;21.07.2016;pH;8.45;45.60216987;9.529956696
MI;PERO;Pero;13.01.2016;Temperatura acqua;8.27;45.51574337;9.070994153
CR;Sergnano;Sergnano;09.06.2016;Escherichia coli;15000;45.42980434;9.709841805
MN;Acquanegra sul Chiese;Acquanegra sul Chiese;20.04.2016;pH;7.9;45.14854096;10.49585849
PV;Borgo Priolo;Borgo Priolo;05.05.2016;Temperatura acqua;14.99;44.97126911;9.157922151
CR;Isola Dovarese;Isola Dovarese;10.08.2016;Ossigeno disciolto;7.8;45.17888542;10.30351456
BS;Rudiano;Rudiano;12.07.2016;pH;;45.48277549;9.911517366
CO;Valsolda;Valsolda;24.05.2016;Ossigeno disciolto;9.2;46.02530718;9.052895329
CR;Montodine;Montodine;01.12.2016;pH;8.04;45.28311106;9.711247599
BG;Sarnico;Sarnico;22.09.2016;pH;8.13;45.66554627;9.941657317
MI;Legnano;Legnano;06.09.2016;Temperatura acqua;19.86;45.58927075;8.920712912
LC;Varenna;Perledo;04.10.2016;Conducibilità elettrica a 20°C;469;46.01469797;9.283041999
CO;Cernobbio;Cernobbio;20.01.2016;Temperatura acqua;5.5;45.83498456;9.072982762
PV;Cervesina;Cervesina;13.07.2016;Escherichia coli;;45.06301792;9.014264402
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;20.04.2016;Conducibilità elettrica a 20°C;599;45.24315479;9.41462148
SO;Lovero;Lovero;03.02.2016;pH;8.5;46.2365307;10.22549934
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;06.10.2016;Ossigeno disciolto;10.72;45.13385186;9.843035618
MN;Borgoforte;Borgoforte;02.03.2016;Conducibilità elettrica a 20°C;787.5;45.05611677;10.74069972
LC;OLGINATE;Calolziocorte/Olginate;13.09.2016;Escherichia coli;120;45.80368759;9.41416831
BG;Palosco;Palosco;25.07.2016;Ossigeno disciolto;8.09;45.58284327;9.835674785
CR;Cumignano sul Naviglio;Cumignano sul Naviglio;03.03.2016;Conducibilità elettrica a 20°C;316;45.26504555;9.944334043
BG;Credaro;Credaro;10.08.2016;pH;8.2;45.65067099;9.922542116
VA;SESTO CALENDE;Sesto Calende;13.01.2016;pH;7;45.73729814;8.647854905
BS;Malegno;Malegno;16.03.2016;Escherichia coli;15531;45.95164539;10.2777575
MN;Goito;Goito;14.06.2016;Ossigeno disciolto;8.52;45.22542344;10.67658295
CO;Como;Como;12.10.2016;Conducibilità elettrica a 20°C;830;45.81351622;9.074313541
BG;Lenna;Lenna;23.11.2016;Escherichia coli;700;45.93972271;9.67112635
CR;Pizzighettone;Pizzighettone;01.12.2016;Conducibilità elettrica a 20°C;380;45.1815935;9.781335134
CO;PORLEZZA;Porlezza;24.05.2016;Escherichia coli;360;46.02734393;9.131482789
BS;Rovato;Rovato;01.09.2016;pH;8.7;45.56085658;10.0041143
MI;Cuggiono;Cuggiono;03.11.2016;Temperatura acqua;15.84;45.49414741;8.774620534
BS;Gavardo;Gavardo;20.06.2016;Escherichia coli;1203.3;45.59145363;10.44006204
MB;Lesmo;Lesmo;01.09.2016;Temperatura acqua;26.25;45.63505181;9.299078398
MN;Roncoferraro;Roncoferraro;13.10.2016;Conducibilità elettrica a 20°C;464.1;45.12130166;11.0197439
LC;Lecco;Lecco;11.08.2016;Temperatura acqua;13.8;45.87648791;9.428828766
MB;Correzzana;Correzzana/Lesmo;02.03.2016;pH;8.01;45.64750049;9.288273457
PV;Pavia;Pavia;03.02.2016;Escherichia coli;;45.18056556;9.153280587
MI;Truccazzano;Trucazzano;15.06.2016;Temperatura acqua;21.1;45.46825292;9.443553627
MI;San Donato Milanese;S. Donato Milanese;26.01.2016;Temperatura acqua;13.07;45.40837714;9.269981843
VA;Brebbia;Brebbia;04.08.2016;Conducibilità elettrica a 20°C;402;45.84129999;8.634064328
MN;Quistello;Quistello;12.12.2016;Conducibilità elettrica a 20°C;332.2;45.04248476;11.01049127
MI;Abbiategrasso;Abbiategrasso;09.06.2016;Temperatura acqua;22.77;45.38694025;8.859205589
VA;Germignaga;Germignaga;02.02.2016;Conducibilità elettrica a 20°C;375;45.9913793;8.734260723
BG;Sarnico;Sarnico;21.06.2016;Conducibilità elettrica a 20°C;406;45.66554627;9.941657317
BG;Sarnico;Sarnico;22.09.2016;Temperatura acqua;16.4;45.66554627;9.941657317
MN;Sabbioneta;Sabbioneta;06.10.2016;Temperatura acqua;16.64;44.9838967;10.50310913
CR;Chieve;Chieve;31.03.2016;pH;7;45.33844428;9.596206597
LC;Mandello del Lario;Mandello;12.04.2016;pH;9.1;45.91461055;9.315178099
CO;Como;Como;20.01.2016;pH;7.8;45.81351622;9.074313541
CR;Cappella Cantone;Cappella Cantone;22.11.2016;pH;8.09;45.23312622;9.838617725
LO;San Martino in Strada;S. Martino in Strada;28.04.2016;Ossigeno disciolto;10.49;45.26380011;9.541189189
PV;Stradella;Stradella;12.07.2016;Temperatura acqua;23.19;45.07547411;9.307866342
LO;Crespiatica;Crespiatica;21.01.2016;Conducibilità elettrica a 20°C;444;45.34170192;9.5621899
VA;Somma Lombardo;Somma Lombardo;03.02.2016;pH;8.3;45.67705954;8.68323188
LO;Fombio;Fombio;01.03.2016;Conducibilità elettrica a 20°C;413;45.12301134;9.686113235
BS;Collio;Collio;07.11.2016;Temperatura acqua;5.8;45.81827566;10.37032513
MN;Canneto sull'Oglio;Canneto sull Oglio;18.01.2016;Ossigeno disciolto;;45.14643932;10.37674141
BG;Zogno;Zogno;25.01.2016;Conducibilità elettrica a 20°C;;45.80789456;9.681507291
SO;Lovero;Lovero;03.08.2016;Escherichia coli;1300;46.2365307;10.22549934
MN;Moglia;Moglia;06.04.2016;Temperatura acqua;15.2;44.96139934;10.95440339
MN;Bagnolo San Vito;Bagnolo S. Vito;06.07.2016;Conducibilità elettrica a 20°C;413;45.10014006;10.88872109
BG;Palosco;Palosco;18.01.2016;Temperatura acqua;0.8;45.58684179;9.845169363
BS;Azzano Mella;Azzano Mella;17.11.2016;Conducibilità elettrica a 20°C;710.6;45.46884185;10.11265465
BG;San Giovanni Bianco;S. Giovanni Bianco;08.02.2016;Ossigeno disciolto;11.63;45.87442684;9.653147796
BG;Bonate Sopra;Bonate Sopra;29.11.2016;Ossigeno disciolto;11.15;45.67740488;9.5624339
VA;Brebbia;Brebbia;06.07.2016;Conducibilità elettrica a 20°C;306;45.84129999;8.634064328
BS;Malegno;Malegno;09.11.2016;Escherichia coli;410.6;45.95164539;10.2777575
SO;Ardenno;Ardenno;10.02.2016;Ossigeno disciolto;7.3;46.15740322;9.64421008
MI;Abbiategrasso;Abbiategrasso;13.04.2016;Conducibilità elettrica a 20°C;198;45.36518553;8.860280722
PV;Bereguardo;Bereguardo;08.09.2016;Escherichia coli;200;45.23467838;9.007681969
BG;Canonica d'Adda;Canonica dAdda;17.03.2016;pH;8.2;45.58969655;9.552325217
BG;Vedeseta;Vedeseta;28.09.2016;Conducibilità elettrica a 20°C;342;45.88605437;9.540310618
BG;Adrara San Rocco;Adrara S. Rocco;21.06.2016;Temperatura acqua;13.4;45.71829689;9.962459002
LO;Sant'Angelo Lodigiano;S. Angelo Lodigiano;16.06.2016;Ossigeno disciolto;6.4;45.23945054;9.404563744
LC;Vercurago;Vercurago;07.06.2016;Temperatura acqua;16.4;45.808031;9.41768829
BG;Palosco;Palosco;16.02.2016;pH;8.2;45.58284327;9.835674785
PV;Bornasco;Pontelungo/Lardirago;17.06.2016;pH;7.55;45.27445039;9.226293022
MN;BORGO VIRGILIO;Borgo Virgilio;06.07.2016;Ossigeno disciolto;13.3;45.05611677;10.74069972
BS;Pralboino;Pralboino;10.08.2016;pH;;45.26839626;10.20946157
CR;Castelvisconti;Castelvisconti;08.06.2016;Conducibilità elettrica a 20°C;338;45.31860075;9.949348223
CO;COMO;Como;11.05.2016;Conducibilità elettrica a 20°C;212;45.80282546;9.107056137
MI;PERO;Pero;13.01.2016;Conducibilità elettrica a 20°C;272;45.51574337;9.070994153
VA;LAVENO MOMBELLO;Laveno Mombello;04.02.2016;Temperatura acqua;8.6;45.90494569;8.623978066
BS;Pisogne;Pisogne;22.09.2016;Conducibilità elettrica a 20°C;354;45.81030494;10.10798848
VA;Germignaga;Germignaga;02.02.2016;pH;8;45.9913793;8.734260723
BS;Pralboino;Pralboino;20.07.2016;pH;;45.26839626;10.20946157
PV;Bornasco;Pontelungo/Lardirago;10.05.2016;Escherichia coli;;45.27445039;9.226293022
MI;Vizzolo Predabissi;Vizzolo Predabissi;27.09.2016;Escherichia coli;3873;45.36827554;9.335963042
CO;Gera Lario;Gera Lario;06.04.2016;Temperatura acqua;10.2;46.14975406;9.4128793
BS;Edolo;Edolo;14.09.2016;pH;8.4;46.19006093;10.3419504
MI;Cuggiono;Cuggiono;10.02.2016;Temperatura acqua;11.2;45.49414741;8.774620534
MB;Carnate;Carnate;28.09.2016;Ossigeno disciolto;7.05;45.65466367;9.37814319
LC;Varenna;Perledo;14.03.2016;pH;8.9;46.01469797;9.283041999
VA;Cazzago Brabbia;Cazzago Brabbia;23.11.2016;Escherichia coli;4100;45.79802582;8.716571343
BS;Limone sul Garda;Limone sul Garda;22.09.2016;Temperatura acqua;14.1;45.81207391;10.78732449
CO;Como;Como;05.09.2016;Temperatura acqua;21.6;45.81351622;9.074313541
BS;Capriolo;Capriolo;23.11.2016;Temperatura acqua;12.3;45.64785076;9.916207463
BG;Castro;Castro;10.08.2016;Conducibilità elettrica a 20°C;474;45.8019241;10.06273134
SO;Montagna in Valtellina;Montagna Valt.;08.02.2016;Conducibilità elettrica a 20°C;201;46.16757952;9.90381766
MN;Bagnolo San Vito;Bagnolo S. Vito;06.04.2016;Ossigeno disciolto;20.35;45.10014006;10.88872109
LO;Boffalora d'Adda;Boffalora;14.12.2016;Conducibilità elettrica a 20°C;483;45.36422162;9.486066727
MN;Sermide;Sermide;03.03.2016;Ossigeno disciolto;8.44;45.01538052;11.29001297
VA;Luino;Luino;13.12.2016;Temperatura acqua;8.4;45.99451536;8.74411052
LC;Dervio;Dervio;04.08.2016;Ossigeno disciolto;10;46.07275515;9.298443762
LC;Mandello del Lario;Mandello;06.09.2016;Ossigeno disciolto;10.6;45.91461055;9.315178099
CO;Porlezza;Porlezza;29.11.2016;Conducibilità elettrica a 20°C;115;46.030915;9.130199216
BS;Limone sul Garda;Limone sul Garda;22.09.2016;Ossigeno disciolto;10.05;45.81207391;10.78732449
VA;Luino;Luino;02.02.2016;Escherichia coli;;46.02350823;8.753615742
BS;Capriolo;Capriolo;15.06.2016;Temperatura acqua;13;45.64785076;9.916207463
VA;Somma Lombardo;Somma Lombardo;04.05.2016;Temperatura acqua;13.5;45.67705954;8.68323188
SO;Montagna in Valtellina;Montagna Valt.;15.11.2016;Ossigeno disciolto;12.2;46.16757952;9.90381766
LC;Vercurago;Vercurago;09.03.2016;Temperatura acqua;7.2;45.808031;9.41768829
BG;Trescore Balneario;Trescore Balneario;10.11.2016;Temperatura acqua;10.2;45.70628523;9.82993221
LC;Valmadrera;Valmadrera;17.05.2016;Ossigeno disciolto;9.1;45.85478938;9.367778511
BG;Pontida;Pontida;22.11.2016;Temperatura acqua;10.8;45.73578066;9.449268584
BG;Filago;Filago;21.09.2016;Temperatura acqua;16.6;45.63110708;9.550936465
BS;Bovegno;Bovegno;09.03.2016;Escherichia coli;9208;45.78141995;10.26320925
MB;Lentate sul Seveso;Lentate sul Seveso;28.09.2016;Temperatura acqua;18.71;45.67082319;9.131522449
MN;Ponti sul Mincio;Ponti sul Mincio;16.06.2016;pH;8.1;45.39498245;10.70507601
BS;Pralboino;Pralboino;20.07.2016;Conducibilità elettrica a 20°C;;45.26839626;10.20946157
VA;Sesto Calende;Sesto Calende;04.07.2016;Ossigeno disciolto;7.97;45.72469289;8.626972712
PV;San Zenone al Po;S. Zenone Po;14.07.2016;Temperatura acqua;22.5;45.10888783;9.363088336
LC;Vercurago;Vercurago;09.02.2016;Temperatura acqua;7.8;45.808031;9.41768829
MN;Gazzuolo;Gazzuolo;06.10.2016;Ossigeno disciolto;7.97;45.07636956;10.57467005
SO;TIRANO;Tirano;10.11.2016;Ossigeno disciolto;11.5;46.2163726;10.17292022
SO;Sondrio;Sondrio;20.01.2016;pH;7.7;46.16269333;9.853352103
SO;Berbenno di Valtellina;Berbenno;05.10.2016;pH;7.8;46.1592963;9.743080004
LO;Fombio;Fombio;03.08.2016;Temperatura acqua;24.55;45.12301134;9.686113235
BS;Malegno;Malegno;16.03.2016;Ossigeno disciolto;;45.95164539;10.2777575
PV;Bastida Pancarana;Bastida Pancarana;06.07.2016;pH;7.18;45.10508725;9.115072002
VA;Golasecca;Golasecca;08.06.2016;Temperatura acqua;19;45.70554447;8.654411314
BG;Mozzanica;Mozzanica;20.12.2016;Conducibilità elettrica a 20°C;683;45.48342714;9.709313014
BS;Artogne;Artogne;16.03.2016;Ossigeno disciolto;;45.84735859;10.15973814
BS;Vobarno;Vobarno;09.11.2016;Escherichia coli;228.2;45.64971577;10.50015452
CO;Castelmarte;Castelmarte;16.02.2016;Temperatura acqua;7.2;45.83789175;9.241267995
MI;PERO;Pero;02.11.2016;Temperatura acqua;14.54;45.51574337;9.070994153
SO;Aprica;Aprica;10.08.2016;Temperatura acqua;11.7;46.14876857;10.13044675
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;01.12.2016;Escherichia coli;15531;45.23473967;9.481811677
BG;Seriate;Seriate;01.12.2016;pH;7.8;45.67955117;9.724501967
CR;Cremona;Cremona;06.07.2016;Temperatura acqua;23.1;45.1638098;10.04137355
VA;Cazzago Brabbia;Cazzago Brabbia;14.01.2016;Conducibilità elettrica a 20°C;299;45.79802582;8.716571343
MI;Legnano;Legnano;11.05.2016;Ossigeno disciolto;7.37;45.58927075;8.920712912
MN;Canneto sull'Oglio;Canneto sullOglio;14.09.2016;Escherichia coli;1989;45.17949689;10.31377407
PV;Pavia;Pavia;09.06.2016;Ossigeno disciolto;8.35;45.18056556;9.153280587
SO;Teglio;Teglio;22.11.2016;Conducibilità elettrica a 20°C;55;46.07890888;10.12313459
BS;Montichiari;Montichiari;29.11.2016;Conducibilità elettrica a 20°C;409;45.40475483;10.38627881
BS;Tremosine;Tremosine;15.06.2016;Temperatura acqua;11.7;45.75434988;10.74859078
SO;Villa di Tirano;Villa di Tirano;27.06.2016;Ossigeno disciolto;11.9;46.18771161;10.12897716
PV;Mezzana Bigli;Mezzana Bigli;09.11.2016;pH;8.2;45.07260892;8.902980204
BS;Castel Mella;Castelmella;08.03.2016;Temperatura acqua;6.9;45.49476409;10.14718594
BS;Azzano Mella;Azzano Mella;17.11.2016;Escherichia coli;3300;45.46884185;10.11265465
PV;Pieve Albignola;Pieve Albignola;14.09.2016;Escherichia coli;900;45.08636505;8.970125978
LC;Lecco;Lecco;07.03.2016;Escherichia coli;1100;45.87648791;9.428828766
VA;Brebbia;Brebbia;14.01.2016;Conducibilità elettrica a 20°C;402;45.84129999;8.634064328
MN;BORGO VIRGILIO;Borgo Virgilio;08.09.2016;Escherichia coli;100;45.04546222;10.75575317
VA;Golasecca;Golasecca;05.04.2016;Temperatura acqua;12.1;45.70554447;8.654411314
BG;Ubiale Clanezzo;Ubiate Clanezzo;21.11.2016;Conducibilità elettrica a 20°C;409;45.76036374;9.6030027
MI;PERO;Pero;13.01.2016;Ossigeno disciolto;11.63;45.51574337;9.070994153
CR;Gerre de' Caprioli;Gerre de' Caprioli;20.09.2016;Ossigeno disciolto;8.36;45.1056343;10.03584157
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;08.09.2016;Conducibilità elettrica a 20°C;206;45.13385186;9.843035618
MN;San Benedetto Po;S. Benedetto Po;19.07.2016;Conducibilità elettrica a 20°C;495;45.04881533;10.99082749
MN;Castellucchio;Castellucchio;03.11.2016;Temperatura acqua;13.8;45.14714103;10.66220016
BS;Vione;Vione;22.03.2016;Escherichia coli;1570;46.24297908;10.43663399
VA;Brebbia;Brebbia;05.05.2016;Ossigeno disciolto;8.7;45.84129999;8.634064328
MN;Villimpenta;Villimpenta;26.07.2016;Temperatura acqua;24.31;45.14861772;11.03465095
MI;Lainate;Lainate;06.09.2016;Ossigeno disciolto;6.7;45.55034016;9.020577872
SO;Valdisotto;Valdisotto;01.12.2016;Conducibilità elettrica a 20°C;336;46.42428487;10.35509431
CR;Gussola;Gussola;19.10.2016;Conducibilità elettrica a 20°C;353;44.98302227;10.35012571
LO;Casalpusterlengo;Casalpusterlengo;27.10.2016;Conducibilità elettrica a 20°C;302;45.17708978;9.649701652
CR;Corte de' Frati;Corte  de Frati;13.04.2016;Temperatura acqua;15.5;45.20802867;10.10960784
LC;OLGINATE;Calolziocorte/Olginate;05.04.2016;Temperatura acqua;13.9;45.80368759;9.41416831
SO;Prata Camportaccio;Prata Camportaccio;31.08.2016;Escherichia coli;65;46.75335549;9.40340591
BG;Albino;Albino;06.09.2016;pH;8.13;45.75718089;9.798798354
SO;Grosio;Grosio;17.08.2016;Escherichia coli;280;46.28603884;10.26030626
VA;Porto Ceresio;Porto  Ceresio;14.01.2016;Temperatura acqua;6;45.90609865;8.895231622
LC;Mandello del Lario;Mandello;12.01.2016;pH;6.8;45.91461055;9.315178099
BG;San Pellegrino Terme;S. Pellegrino Terme;13.09.2016;Conducibilità elettrica a 20°C;414;45.84307092;9.66893063
CO;Cernobbio;Cernobbio;07.07.2016;Conducibilità elettrica a 20°C;525;45.83498456;9.072982762
MN;Goito;Goito;05.12.2016;pH;7.8;45.26100724;10.66372324
MN;Ponti sul Mincio;Ponti sul Mincio;04.04.2016;Escherichia coli;1607;45.39498245;10.70507601
CO;COMO;Como;11.05.2016;pH;7.4;45.80282546;9.107056137
LC;Costa Masnaga;Costamasnaga;22.02.2016;pH;7.6;45.77317651;9.262299665
VA;MACCAGNO CON PINO E VEDDASCA;Maccagno;07.06.2016;pH;7.63;46.04261062;8.73881017
VA;Luino;Luino;05.07.2016;Conducibilità elettrica a 20°C;192;45.99451536;8.74411052
MN;Bagnolo San Vito;Bagnolo S. Vito;01.03.2016;Ossigeno disciolto;5.77;45.10014006;10.88872109
BG;Palosco;Palosco;08.08.2016;Conducibilità elettrica a 20°C;490;45.58284327;9.835674785
SO;Faedo Valtellino;Faedo;25.05.2016;Escherichia coli;200;46.16236937;9.907619768
CR;San Daniele Po;San Daniele Po;17.02.2016;Ossigeno disciolto;3.85;45.05386669;10.17601399
BS;Barghe;Barghe;09.11.2016;Ossigeno disciolto;11.59;45.68847396;10.40018509
MN;Goito;Goito;05.10.2016;pH;7.5;45.22542344;10.67658295
MN;Gazzuolo;Gazzuolo;06.07.2016;Escherichia coli;160;45.04432064;10.59433446
CO;COMO;Como;01.08.2016;Ossigeno disciolto;8.9;45.80282546;9.107056137
PV;Bressana Bottarone;Bressana Bottarone;18.08.2016;Ossigeno disciolto;8.9;45.07978335;9.12416944
PV;Vigevano;Vigevano;15.12.2016;Temperatura acqua;8;45.2923226;8.81754532
VA;Brebbia;Brebbia;09.06.2016;pH;8;45.84129999;8.634064328
CR;Cumignano sul Naviglio;Cumignano sul Naviglio;08.11.2016;Temperatura acqua;12;45.26504555;9.944334043
VA;Germignaga;Germignaga;22.11.2016;Temperatura acqua;10.3;45.9913793;8.734260723
MN;BORGO VIRGILIO;Borgo Virgilio;11.05.2016;Ossigeno disciolto;5;45.05611677;10.74069972
MN;BORGO VIRGILIO;Borgo Virgilio;12.12.2016;Ossigeno disciolto;10;45.04546222;10.75575317
MN;Castellucchio;Castellucchio;20.12.2016;Conducibilità elettrica a 20°C;919;45.14714103;10.66220016
BS;Gussago;Gussago;17.11.2016;Ossigeno disciolto;8.5;45.55344624;10.14517414
MI;Trezzo sull'Adda;Trezzo dAdda;20.01.2016;Temperatura acqua;9.01;45.60216987;9.529956696
PV;Ottobiano;Ottobiano;14.09.2016;Escherichia coli;2200;45.14958112;8.831463076
CR;Spinadesco;Spinadesco;21.01.2016;Temperatura acqua;3.8;45.13685148;9.955404374
MN;Viadana;Viadana;12.05.2016;Conducibilità elettrica a 20°C;728.9;45.02236158;10.63218297
LO;Lodi Vecchio;Lodi Vecchio;22.09.2016;Escherichia coli;3076;45.30149452;9.410275883
CR;Cicognolo;Cigognolo;19.01.2016;Temperatura acqua;4.1;45.16406522;10.20984498
VA;Golasecca;Golasecca;05.04.2016;pH;8.7;45.70554447;8.654411314
LC;Lomagna;Lomagna;12.10.2016;Temperatura acqua;11;45.67000729;9.367860745
MI;Cuggiono;Cuggiono;09.03.2016;Escherichia coli;121.1;45.49414741;8.774620534
LO;Lodi Vecchio;Lodi Vecchio;24.03.2016;Ossigeno disciolto;9.67;45.30149452;9.410275883
VA;Sesto Calende;Sesto Calende;05.12.2016;Conducibilità elettrica a 20°C;180;45.72469289;8.626972712
MI;Cuggiono;Cuggiono;09.06.2016;Conducibilità elettrica a 20°C;140;45.49414741;8.774620534
MI;Lainate;Lainate;12.07.2016;pH;7.66;45.55034016;9.020577872
PV;Chignolo Po;Chignolo Po;13.04.2016;Conducibilità elettrica a 20°C;766;45.13321436;9.515016406
PV;Vigevano;Vigevano;14.04.2016;Escherichia coli;;45.2923226;8.81754532
CR;Crema;Crema;14.12.2016;Conducibilità elettrica a 20°C;678;45.34548271;9.694962049
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;14.09.2016;Conducibilità elettrica a 20°C;499;45.24315479;9.41462148
SO;Montagna in Valtellina;Montagna Valt.;05.10.2016;Temperatura acqua;11.1;46.16757952;9.90381766
MI;Peschiera Borromeo;Peschiera Borromeo;24.02.2016;Temperatura acqua;11.91;45.44448215;9.266649819
PV;Bereguardo;Bereguardo;12.01.2016;pH;8.2;45.23467838;9.007681969
MN;Ceresara;Ceresara;09.02.2016;Ossigeno disciolto;9.79;45.27174902;10.57124709
SO;Livigno;Livigno;09.08.2016;Conducibilità elettrica a 20°C;254;46.55392603;10.13666653
MI;Casarile;Casarile;11.10.2016;Ossigeno disciolto;4.33;45.31478577;9.107332194
BS;Bovezzo;Bovezzo;15.11.2016;Temperatura acqua;7.5;45.58404197;10.24616958
VA;Somma Lombardo;Somma Lombardo;09.08.2016;Ossigeno disciolto;9.2;45.67705954;8.68323188
LO;Orio Litta;Orio Litta;25.08.2016;Conducibilità elettrica a 20°C;429;45.16557812;9.532104418
BG;Ponte Nossa;Ponte Nossa;15.09.2016;Escherichia coli;730;45.85116106;9.882447414
PV;Bressana Bottarone;Bressana Bottarone;08.03.2016;Conducibilità elettrica a 20°C;1064;45.07978335;9.12416944
PV;Bressana Bottarone;Bressana Bottarone;09.06.2016;Temperatura acqua;21.5;45.07978335;9.12416944
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;10.11.2016;Temperatura acqua;9.31;45.23473967;9.481811677
BG;Castro;Castro;11.05.2016;pH;;45.8019241;10.06273134
BG;Pontida;Pontida;04.04.2016;Temperatura acqua;13.6;45.73578066;9.449268584
VA;SESTO CALENDE;Sesto Calende;10.10.2016;Ossigeno disciolto;9.99;45.73729814;8.647854905
MN;Goito;Goito;05.10.2016;Ossigeno disciolto;8;45.22542344;10.67658295
MN;Moglia;Moglia;18.02.2016;pH;8.04;44.96139934;10.95440339
CR;Corte de' Frati;Corte  de Frati;06.09.2016;Temperatura acqua;21.8;45.20802867;10.10960784
PV;Bornasco;Pontelungo/Lardirago;17.06.2016;Temperatura acqua;18.01;45.27445039;9.226293022
CR;Gussola;Gussola;16.03.2016;Temperatura acqua;9.2;44.98302227;10.35012571
VA;Luino;Luino;07.06.2016;pH;8.4;46.02350823;8.753615742
LO;Orio Litta;Orio Litta;14.12.2016;pH;7.7;45.16557812;9.532104418
VA;Ferrera di Varese;Ferrera di Varese;01.03.2016;Conducibilità elettrica a 20°C;276;45.93653198;8.776872768
VA;Sesto Calende;Sesto Calende;08.06.2016;Temperatura acqua;17.8;45.72469289;8.626972712
BG;Ponte Nossa;Ponte Nossa;03.11.2016;Ossigeno disciolto;11.32;45.85847449;9.879471871
MN;BORGO VIRGILIO;Borgo Virgilio;09.06.2016;Temperatura acqua;25.26;45.05611677;10.74069972
LC;Premana;Premana;12.09.2016;Escherichia coli;8600;46.05110056;9.413510933
LC;Varenna;Perledo;14.12.2016;Conducibilità elettrica a 20°C;326;46.01469797;9.283041999
BS;Gavardo;Gavardo;28.11.2016;Escherichia coli;1301;45.59145363;10.44006204
PV;Chignolo Po;Chignolo Po;13.09.2016;pH;7.58;45.13321436;9.515016406
VA;Varese;Varese;12.12.2016;Ossigeno disciolto;10.5;45.81982826;8.851945308
SO;Prata Camportaccio;Prata Camportaccio;24.05.2016;Ossigeno disciolto;10.3;46.75335549;9.40340591
CR;Cremona;Cremona;18.10.2016;Temperatura acqua;15.4;45.1591876;10.01389685
VA;Sesto Calende;Sesto Calende;08.06.2016;pH;7.2;45.72469289;8.626972712
