Data,Codice campione,Codice sito di monitoraggio,Nome sito di monitoraggio,Codice corpo idrico,Nome corpo idrico,Coordinate x [ED-50],Coordinate y [ED-50],LIMeco,Classe LIMeco,pH,Solidi sospesi totali ,Conducibilità,Durezza ,Ammoniaca non ionizzata ,Ammoniaca totale ,Azoto ammoniacale ,Azoto nitrico ,Fosfati,Fosforo totale ,E. coli ,Ossigeno disciolto  ,Ossigeno disciolto a saturazione ,Tipo di protocollo analitico
,,,,,,,,,,[-Log [H+]],[mg/L],[µS/cm],[mg/L CaCO3], [mg/L NH3],[mg/L NH4],[mg/L N-NH4],[mg/L N-NO3],[µg/L P-PO4],[µg/L],[u.f.c./100 mL],[mg/L],[%],
27/10/2011,C201104645,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,38",Sufficiente,"8,2",725,"317,4",161,,,"0,06","0,71","308,1","517,6",8000,"10,63",86,PARAMETRI DI BASE
21/11/2011,C201105066,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,1","9,6","289,3",149,,,"0,07","0,61","36,6","49,8",6400,"11,95",100,PARAMETRI DI BASE
21/12/2011,C201105685,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,3","4,8","297,3",144,,,"0,11","0,58","42,5","78,9",7500,"13,13",100,PARAMETRI DI BASE
18/1/2012,C201200143,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,2","4,7","365,4",162,,,"0,13","0,67","45,5","53,1",7500,"13,41","97,5",PARAMETRI DI BASE
7/2/2012,C201200383,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,1","9,4","283,5",144,,,"0,09","0,68","32,1","36,6",9000,"12,72","97,3",PARAMETRI DI BASE
12/3/2012,C201200890,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,44",Sufficiente,"8,3","3,6",418,200,,,"0,1","0,7","52,6","62,2",3100,"11,35","89,6",PARAMETRI DI BASE
10/4/2012,C201201326,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,66",Elevato,"8,2","8,7","283,5",156,,,"0,13","0,57",37,"60,7",7500,"11,18","97,9",PARAMETRI DI BASE
8/5/2012,C201201710,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,3","12,1","257,1",139,,,"0,05","0,5","10,6","25,8",3900,"10,52","97,3",PARAMETRI DI BASE
14/6/2012,C201202174,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,2","11,8","210,8",112,,,"0,05","0,37","11,4","22,3",3500,"10,54","97,8",PARAMETRI DI BASE
23/7/2012,C201202713,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,1","29,8","202,5",99,,,"0,08","0,36","17,9","56,1",10000,"10,37","91,5",PARAMETRI DI BASE
16/8/2012,C201203035,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,63",Buono,"8,2",104,173,94,,,"0,07","0,33","107,1","145,1",23000,"9,74","94,5",PARAMETRI DI BASE
5/9/2012,C201203312,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,3","50,4","242,2",126,,,"0,09","0,54","74,2","93,2",26000,"10,13","98,5",PARAMETRI DI BASE
8/10/2012,C201203775,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,2","30,6","255,6",139,,,"0,08","0,45","36,9","55,2",10000,"10,86","96,4",PARAMETRI DI BASE
7/11/2012,C201204152,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,3","8,2","327,8",180,,,"0,06","0,63","24,9","37,5",7600,"11,59","97,4",PARAMETRI DI BASE
10/12/2012,C201204746,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,66",Elevato,"8,2","1,1",342,173,,,"0,17","0,76","35,8","47,4",17000,"12,07","94,7",PARAMETRI DI BASE
7/2/2013,C201300350,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,1","2,7","293,8",150,,,"0,09","0,59","25,9","69,8",6400,"11,79","91,2",PARAMETRI DI BASE
22/5/2013,C201302048,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,27","10,6","294,9",144,,,"0,05","0,65","4,6","30,3",7000,"10,67","96,2",PARAMETRI DI BASE
26/8/2013,C201304005,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,81",Elevato,"8,18","25,6",220,118,,,"0,08","0,39","11,6",34,24000,"10,11","96,7",PARAMETRI DI BASE
26/11/2013,C201305503,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,02","12,6","290,2",160,,,"0,16","0,65",14,"84,4",9000,"12,26",99,PARAMETRI DI BASE
11/2/2014,C201400672,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,50",Buono,"8,15","1,1","383,5",183,,,"0,3","0,86","32,2","60,7",25000,"11,71","94,4",PARAMETRI DI BASE
8/5/2014,C201401850,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,81",Elevato,"8,23","9,4",266,130,,,"0,09","0,53","8,4","47,9",12000,"10,92","99,6",PARAMETRI DI BASE
14/7/2014,C201403161,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,127,,,,,,,,,,METALLI
11/8/2014,C201403522,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,11","49,2","187,9",100,,,"0,05","0,35","4,3","66,3",9000,"9,69","96,8",PARAMETRI DI BASE
8/9/2014,C201404001,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,114,,,,,,,,,,METALLI
29/10/2014,C201405150,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,158,,,,,,,,,,METALLI
18/11/2014,C201405572,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,21","4,3","295,7",156,,,"0,05","0,71","13,5","46,3",28000,"11,05","94,9",PARAMETRI DI BASE
17/12/2014,C201406201,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,164,,,,,,,,,,METALLI
15/1/2015,C201500258,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,186,,,,,,,,,,METALLI
10/2/2015,C201500697,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,81",Elevato,"8,09","1,5","272,5",142,,,"0,11","0,54","21,8","35,9",4800,"12,48",100,PARAMETRI DI BASE
5/3/2015,C201501224,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,181,,,,,,,,,,METALLI
9/4/2015,C201502011,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"162,95",,,,,,,,,,METALLI
18/5/2015,C201502835,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"1,00",Elevato,"8,12","29,2","181,3","105,42",,,0.02,"0,3","3,4","27,8",8900,"12,26",100,PARAMETRI DI BASE
9/6/2015,C201503264,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"82,27",,,,,,,,,,METALLI
8/7/2015,C201503880,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"75,45",,,,,,,,,,METALLI
18/8/2015,C201504543,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,17","46,6","210,4","117,17",,,"0,09","0,43","8,9","92,2",82000,"10,19",100,PARAMETRI DI BASE
8/9/2015,C201504985,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"124,97",,,,,,,,,,METALLI
14/10/2015,C201505664,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,136,,,,,,,,,,METALLI
23/11/2015,C201506524,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,78",Elevato,"8,13","11,9",329,176,,,"0,13","0,55",3.3,40,11000,"12,58","98,8",PARAMETRI DI BASE
21/12/2015,C201507147,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"197,98",,,,,,,,,,METALLI
12/1/2016,C201600093,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,161,,,,,,,,,,METALLI
9/2/2016,C201600471,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,66",Elevato,"8,12","1,7","364,3",188,,,"0,2","0,71","34,9",36,21000,"11,91","99,1",PARAMETRI DI BASE
8/3/2016,C201601045,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"163,8",,,,,,,,,,METALLI
7/4/2016,C201601681,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"163,9",,,,,,,,,,METALLI
9/5/2016,C201602122,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,81",Elevato,"8,18",5,"292,2","154,9",,,"0,09","0,49","12,9","39,9",29000,"11,01",100,PARAMETRI DI BASE
15/6/2016,C201602781,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"95,2",,,,,,,,,,METALLI
20/7/2016,C201603666,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"85,3",,,,,,,,,,METALLI
18/8/2016,C201603983,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,12","51,2","206,2","108,6",,,"0,25","0,39","24,9","47,7",35000,"10,12","99,2",PARAMETRI DI BASE
29/11/2016,C201605546,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"7,95","8,7","338,5","185,9",,,0.08,"0,89","10,8","43,3",9500,"12,11",100,PARAMETRI DI BASE
22/12/2016,C201605859,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,163,,,,,,,,,,METALLI
5/1/2017,C201700069,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"160,9",,,,,,,,,,METALLI
9/2/2017,C201700462,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,50",Buono,"8,09",1.0,"426,8","181,7",,,"0,28","0,75","32,8","63,4",27000,"12,14","99,1",PARAMETRI DI BASE
6/3/2017,C201700983,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"173,2",,,,,,,,,,METALLI
6/4/2017,C201701617,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"151,1",,,,,,,,,,METALLI
10/5/2017,C201702211,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,63",Buono,"8,26","5,1",302,"161,1",,,"0,29","0,59","17,2","58,1",10000,"10,06","96,1",PARAMETRI DI BASE
12/6/2017,C201702917,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"79,62",,,,,,,,,,METALLI
5/7/2017,C201703169,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"99,7",,,,,,,,,,METALLI
8/8/2017,C201703730,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,63",Buono,"8,17","116,2","176,7","101,8",,,"0,08","0,32","6,8",161,36000,"9,79","97,6",PARAMETRI DI BASE
13/9/2017,C201704220,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"141,6",,,,,,,,,,METALLI
23/10/2017,C201704776,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"176,7",,,,,,,,,,METALLI
22/11/2017,C201705513,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,56",Buono,"8,17","10,6",361,"186,4",,,"0,08","0,8","17,1","51,5",18000,"12,14","99,5",PARAMETRI DI BASE
18/12/2017,C201706081,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"184,3",,,,,,,,,,METALLI
17/1/2018,C201800395,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"183,3",,,,,,,,,,METALLI
6/2/2018,C201800730,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,11","2,1","345,8","167,7",,,"0,17","0,87","19,4","54,4",14000,"12,42",100,PARAMETRI DI BASE
7/3/2018,C201801437,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"196,1",,,,,,,,,,METALLI
9/4/2018,C201802021,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"197,3",,,,,,,,,,METALLI
22/5/2018,C201802861,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,05","18,4","204,9","102,4",,,0.08,"0,37","3,5","35,2",8300,"10,57","94,2",PARAMETRI DI BASE
14/6/2018,C201803398,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"81,3",,,,,,,,,,METALLI
4/7/2018,C201803680,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"76,9",,,,,,,,,,METALLI
14/8/2018,C201804452,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,12","54,4","198,2","98,6",,,"0,09","0,4",3.3,60,28000,"9,92","95,5",PARAMETRI DI BASE
6/9/2018,C201804740,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"110,1",,,,,,,,,,METALLI
3/10/2018,C201805172,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"145,9",,,,,,,,,,METALLI
26/11/2018,C201806157,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,09","3,1","334,8","180,5",,,0.08,"0,7",3.3,"17,2",12000,"11,88",100,PARAMETRI DI BASE
19/12/2018,C201806862,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"160,4",,,,,,,,,,METALLI
14/1/2019,C201900149,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"174,6",,,,,,,,,,METALLI
7/2/2019,C201900672,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,13","1,6","309,4",156,,,"0,11","0,67","33,4","45,2",4000,"12,49","97,2",PARAMETRI DI BASE
11/3/2019,C201901227,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"166,8",,,,,,,,,,METALLI
8/4/2019,C201901809,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"150,9",,,,,,,,,,METALLI
13/5/2019,C201902398,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,81",Elevato,"8,24","6,3","283,3","144,9",,,"0,12","0,57","27,5","47,4",2000,"10,47","97,6",PARAMETRI DI BASE
5/6/2019,C201902888,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"81,9",,,,,,,,,,METALLI
3/7/2019,C201903409,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"76,9",,,,,,,,,,METALLI
26/8/2019,C201904431,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,59",Buono,"8,03","77,2","189,4","93,9",,,"0,19","0,34","16,1","103,4",19000,"10,04","99,1",PARAMETRI DI BASE
11/9/2019,C201904843,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"147,3",,,,,,,,,,METALLI
28/10/2019,C201905681,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"114,2",,,,,,,,,,METALLI
26/11/2019,C201906159,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,16","3,8","311,9","158,1",,,0.08,"0,73","19,6","29,9",10000,"11,88",100,PARAMETRI DI BASE
12/12/2019,C201906607,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"176,5",,,,,,,,,,METALLI
27/1/2020,C202000412,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"167,1",,,,,,,,,,METALLI
13/2/2020,C202000790,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,05",2,"346,3",213,,,"0,09","1,12","47,1","47,6",6300,"12,51","98,3",PARAMETRI DI BASE
4/3/2020,C202001155,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,"148,4",,,,,,,,,,METALLI
19/5/2020,C202002195,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,04","61,7","185,9","94,9",,,0.1,0.6,"6,4","95,4",2900,"11,01","99,8",PARAMETRI DI BASE
4/6/2020,C202002629,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,94,,,,,,,,,,METALLI
8/7/2020,C202003210,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,93,,,,,,,,,,METALLI
10/8/2020,C202003814,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,02","77,2","184,2",94,,,0.1,0.6,"9,5","93,9",12000,"9,71","97,6",PARAMETRI DI BASE
9/9/2020,C202004339,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,126,,,,,,,,,,METALLI
12/10/2020,C202004998,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,147,,,,,,,,,,METALLI
19/11/2020,C202005657,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,15","1,9","348,1",186,,,0.1,"0,6","5,4","21,1",5400,"11,67","95,2",PARAMETRI DI BASE
21/12/2020,C202006154,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,173,,,,,,,,,,METALLI
14/1/2021,C202100181,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,141,,,,,,,,,,METALLI
11/2/2021,C202100637,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,12",1.0,"303,9",152,,,0.1,0.6,"26,4","41,1",3700,"11,88",100,PARAMETRI DI BASE
3/3/2021,C202100910,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,148,,,,,,,,,,METALLI
19/4/2021,C202101815,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,3","2,6","323,3",168,,,0.1,0.6,"35,4","58,7",6000,"11,44",100,PARAMETRI DI BASE
25/5/2021,C202102405,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,33","4,9","293,3",154,,,0.1,0.6,"18,1","38,7",5500,"10,66","97,8",PARAMETRI DI BASE
9/6/2021,C202102748,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,88,,,,,,,,,,METALLI
14/7/2021,C202103610,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,90,,,,,,,,,,METALLI
9/8/2021,C202104115,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,12",7,"196,4",100,,,0.1,0.6,3.3,"48,7",19000,"10,48","99,1",PARAMETRI DI BASE
7/9/2021,C202104870,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,119,,,,,,,,,,METALLI
18/10/2021,C202105525,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,168,,,,,,,,,,METALLI
17/11/2021,C202106036,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,1","3,2","319,8",172,,,0.1,0.6,"11,2","30,4",5500,"11,82",100,PARAMETRI DI BASE
9/12/2021,C202106583,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,16.6,,,,,,,,,,METALLI
5/1/2022,C202200066,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,198,,,,,,,,,,METALLI
7/2/2022,C202200648,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,56",Buono,"8,19",1.0,"316,2",157,,,"0,11","0,61","36,2","62,7",3100,"11,4","94,44",PARAMETRI DI BASE
7/3/2022,C202201210,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,,,,158,,,,,,,,,,METALLI
13/4/2022,C202201915,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,11","3,5","365,2",190,,,"0,16","0,63","46,8","66,7",14000,"10,35",95,PARAMETRI DI BASE
10/5/2022,C202202449,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,14","12,2","265,6",131,,,0.08,"0,29","24,2","90,3",2500,"10,28","95,4",PARAMETRI DI BASE
20/6/2022,C202203197,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,1",,,78,,,,,,,,,,METALLI
6/7/2022,C202203446,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,09",,,80,,,,,,,,,,METALLI
16/8/2022,C202204221,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,25","25,6",230,115,,,0.08,"0,51","21,3","78,1",18000,"9,61","95,4",PARAMETRI DI BASE
5/9/2022,C202204627,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,29",,,115,,,,,,,,,,METALLI
25/10/2022,C202205450,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,06",,,106,,,,,,,,,,METALLI
22/11/2022,C202206024,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,78",Elevato,"8,26","10,5","294,5",162,,,"0,13","0,56","17,6",48,16000,"11,18","96,9",PARAMETRI DI BASE
13/12/2022,C202206496,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,08",,,144,,,,,,,,,,METALLI
4/1/2023,C202300018,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,09",,,172,,,,,,,,,,METALLI
7/2/2023,C202300498,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,66",Elevato,"8,09",24,"309,1",168,,,"0,2","0,52","31,7","83,6",7600,"13,24",100,PARAMETRI DI BASE
6/3/2023,C202301074,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,08",,,198,,,,,,,,,,METALLI
5/4/2023,C202301538,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,07","11,1","336,2",174,,,"0,09","0,54","27,4","80,2",15000,"11,65",100,PARAMETRI DI BASE
8/5/2023,C202301997,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,66",Elevato,"8,12","65,8","210,5",111,,,"0,13","0,46","20,8","85,6",21000,"10,94",100,PARAMETRI DI BASE
20/6/2023,C202302742,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,12",,,88,,,,,,,,,,METALLI
17/7/2023,C202303206,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,06",,,88,,,,,,,,,,METALLI
24/8/2023,C202303840,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,01",273,"152,2",82,,,0.08,"0,27","11,9","49,6",15000,"9,87","97,89",PARAMETRI DI BASE
26/9/2023,C202304252,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,31",,,134,,,,,,,,,,METALLI
19/10/2023,C202304752,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,29","9,4","310,9",158,,,0.08,"0,5","19,7","49,7",22000,"10,44","97,7",PARAMETRI DI BASE
27/11/2023,C202305443,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"8,16",,,154,,,,,,,,,,METALLI
20/12/2023,C202305791,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,,,"7,91",,,156,,,,,,,,,,METALLI
11/1/2010,C201000044,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,44",Sufficiente,"8,23","5,7","432,8","194,5",,,"0,54","0,96",82,"112,4",4000,"12,2","91,9",PARAMETRI DI BASE
8/2/2010,C201000413,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,50",Buono,"8,4",4,"408,4","194,8",,,"0,3","0,9",52,97,900,"13,1",100,PARAMETRI DI BASE
1/3/2010,C201000612,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,38",Sufficiente,"8,37",4,"438,4","202,9",,,"0,36","0,95",70,"99,7",1700,"10,79","80,7",PARAMETRI DI BASE
8/4/2010,C201001245,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,56",Buono,"8,06","4,9","325,7","159,4",,,"0,09","0,63",39,60,3500,"11,04","96,9",PARAMETRI DI BASE
3/5/2010,C201001602,DBL160,Fava',015va,Dora Baltea,397172,5058063,"1,00",Elevato,"8,35","13,2","231,7","118,1",,,0.01,"0,59",30.0,"44,8",4100,"11,29",100,PARAMETRI DI BASE
23/6/2010,C201002403,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,78",Elevato,"8,12","21,4","206,6","111,2",,,0.01,"0,4",30.0,"263,3",1800,"10,51","96,5",PARAMETRI DI BASE
12/7/2010,C201002711,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,81",Elevato,"8,04","88,4","155,9","80,6",,,0.01,"0,26",37,101,7800,"10,08","97,5",PARAMETRI DI BASE
12/8/2010,C201003267,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,69",Elevato,"8,15","66,2","197,5","99,53",,,"0,06","0,41",49,"106,9",20000,"9,56","97,1",PARAMETRI DI BASE
1/9/2010,C201003541,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,75",Elevato,"8,25","12,1","249,6","128,92",,,"0,03","0,58",40,"68,4",2000,"10,42","95,9",PARAMETRI DI BASE
11/10/2010,C201004201,DBL160,Fava',015va,Dora Baltea,397172,5058063,"1,00",Elevato,"8,24",7,"253,6","131,88",,,"0,02","0,51",30.0,"46,7",4700,"11,05",100,PARAMETRI DI BASE
8/11/2010,C201004596,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,88",Elevato,"8,2",7,"341,3",182,,,"0,03","0,58",30.0,"45,2",6500,"11,26",100,PARAMETRI DI BASE
9/12/2010,C201005190,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,75",Elevato,"8,1","8,4","284,8",143,,,"0,06","0,56",46,57,7000,"12,01","95,5",PARAMETRI DI BASE
10/1/2011,C201100069,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,69",Elevato,"8,1","7,6","290,1",148,,,"0,12","0,54","38,9","63,7",7000,"13,15","95,6",PARAMETRI DI BASE
1/2/2011,C201100450,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,78",Elevato,"8,2","1,5","290,3",145,,,"0,13","0,56",36,"41,5",1400,"12,72",100,PARAMETRI DI BASE
2/3/2011,C201100949,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,50",Buono,"8,2","7,7","412,5",208,,,"0,37","0,78","44,2","73,9",11000,"12,34",100,PARAMETRI DI BASE
20/4/2011,C201101702,DBL160,Fava',015va,Dora Baltea,397172,5058063,"1,00",Elevato,"8,2","6,6","172,9",90,,,"0,02","0,46","13,4","16,4",2500,"11,63",100,PARAMETRI DI BASE
13/5/2011,C201102058,DBL160,Fava',015va,Dora Baltea,397172,5058063,"0,88",Elevato,"8,3","33,4","197,9",101,,,"0,02","0,4","42,3","66,6",2100,"10,95","90,9",PARAMETRI DI BASE
